Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Decade,Primary_Genre,Rating_Band
Summer 2007,2008,166,"Crime, Drama, Thriller",6.2,238,Sohail Tatari,Sikandar Kher,Gul Panag,Yuvika Chaudhary,2000,Crime,Good (6–8)
Summer Camp,2018,128,"Comedy, Drama",7.1,16,Kunal v Singh,Saurabh Agarwal,Altaf,Manish Garg,2010,Comedy,Good (6–8)
Summer of '99,2017,91,Drama,,,Dilip Sood,Unknown,Unknown,Unknown,2010,Drama,
Summer of Delhi,,129,Crime,,,Manish,Sonu Bhai,Subhankar Chatterjee,Amit Sagar,,Crime,
Sun Meri Laila,1983,143,Romance,6.9,11,Chander H. Bahl,Birbal,Deepika Chikhalia,Iftekhar,1980,Romance,Good (6–8)
Sun Sajna,1982,138,"Drama, Family, Romance",6.3,21,Chander H. Bahl,Mithun Chakraborty,Ranjeeta Kaur,Iftekhar,1980,Drama,Good (6–8)
Sun To Le Hasina,1958,129,Unknown,,,Shanti Prakash Bakshi,Ravindra Kapoor,Shashikala,Unknown,1950,Unknown,
Sun Zarra,2006,125,"Drama, Romance",5.4,18,Rohit Krishnakant Nayyar,Samir Aftab,Mithun Chakraborty,Renuka Shahane,2000,Drama,Average (4–6)
Sunayana,1979,131,"Comedy, Drama, Romance",5.9,39,Hiren Nag,Sulochana Latkar,Murad,Gayatri,1970,Comedy,Average (4–6)
Sundar Nagri,2003,78,Documentary,,,Rahul Roy,Unknown,Unknown,Unknown,2000,Documentary,
Sundari,1997,129,Drama,,,Gul Bahar Singh,Master Amey Ambulkar,Anita Kulkarni,Sadhu Meher,1990,Drama,
Sunday,1993,129,Comedy,6.7,6,Pankaj Advani,Rakesh Bedi,Deven Bhojani,Kurush Deboo,1990,Comedy,Good (6–8)
Sunday Night,2017,110,"Crime, Mystery, Thriller",,,Avdhesh Kumar Sharma,Ramesh Diwedi,Adi Irani,Akshat Irani,2010,Crime,
Sunderkand Let love find you,2020,67,Romance,,,Shreya Rastogi,Shreya Rastogi,Falak Khan,Aparna Desai,2020,Romance,
Sunehari Yaaden,1980,129,Romance,,,Sandeep Mehta,Unknown,Unknown,Unknown,1980,Romance,
Sunehra Sansar,1975,129,"Drama, Family",5.4,22,Adurthi Subba Rao,Rajendra Kumar,Mala Sinha,Hema Malini,1970,Drama,Average (4–6)
Sunehre Din,1949,143,Drama,6.6,30,Satish Nigam,Raj Kapoor,Rehana,Roopkamal,1940,Drama,Good (6–8)
Sunehre Qadam,1966,129,Romance,,,Agha,Sabita Chatterjee,Randhir,Rehman,1960,Romance,
Sunghursh,1968,175,"Action, Crime, Drama",6.8,93,Harnam Singh Rawail,Dilip Kumar,Vyjayanthimala,Balraj Sahni,1960,Action,Good (6–8)
Sunglass,2013,100,"Comedy, Drama, Thriller",5.4,30,Rituparno Ghosh,Jaya Bachchan,Madhavan,Tota Roy Chowdhury,2010,Comedy,Average (4–6)
Sunhera Bal,1938,129,Unknown,,,Feroze Dastur,Indurani,Unknown,Unknown,1930,Unknown,
Sunhera Jaal,1966,129,Unknown,,,Kedar Kapoor,Vijaya Choudhury,Meenaxi,Randhawa,1960,Unknown,
Sunheri Nagin,1963,129,Unknown,5.7,6,Babubhai Mistry,Mahipal,Helen,Sulochana Latkar,1960,Unknown,Average (4–6)
Sunheri Toti,1939,129,Unknown,,,Navinchandra,Unknown,Unknown,Unknown,1930,Unknown,
Sunn Raha Hai Na,2017,56,"Drama, Romance",6.1,7,Fenil Seta,Shreyas Porus Pardiwalla,Harsha Chopda,Sunita Verma,2010,Drama,Good (6–8)
Sunny,1984,114,"Drama, Romance",5.6,128,Raj Khosla,Sunny Deol,Amrita Singh,Dharmendra,1980,Drama,Average (4–6)
Suno Na.. Ek Nanhi Aawaz,2009,127,Drama,4.5,6,Amy Thanawala,Tara Sharma,Makrand Shukla,Rajendra Chawla,2000,Drama,Average (4–6)
Suno Sasurjee,2004,169,"Action, Comedy, Musical",2.5,147,Vimal Kumar,Aftab Shivdasani,Ameesha Patel,Gulshan Grover,2000,Action,Poor (<4)
Sunsan Mahal,2004,129,Horror,,,Unknown,Unknown,Unknown,Unknown,2000,Horror,
Sunset Bollywood,2005,60,Documentary,8.6,663,Komal Tolani,Amitabh Bachchan,Bhagyashree,Mahesh Bhatt,2000,Documentary,Excellent (8–10)
Sunshine Music Tours & Travels,2016,110,Comedy,6.5,31,Shailendra Singh,Sunny Kaushal,Ashrut Jain,Ajit Singh Arora,2010,Comedy,Good (6–8)
Suntan,1976,121,Drama,6.8,20,Mohan Segal,Jeetendra,Ashok Kumar,Nirupa Roy,1970,Drama,Good (6–8)
Supari,2003,142,"Action, Crime, Drama",4.3,136,Padam Kumar,Nandita Das,Uday Chopra,Rahul Dev,2000,Action,Average (4–6)
Supari - The Quest Begins Now,2014,90,Crime,5.9,33,Aamreeta Gautam,Sabreen Baker,Swetanshu Bora,Mukesh Ghatiya,2010,Crime,Average (4–6)
Super 30,2019,154,"Biography, Drama",8.0,23000,Vikas Bahl,Hrithik Roshan,Mrunal Thakur,Nandish Singh,2010,Biography,Good (6–8)
Super Bheem Aakhri Chunauti,2016,129,Animation,5.8,5,Rajiv Chilaka,Unknown,Unknown,Unknown,2010,Animation,Average (4–6)
Super Bheem Fire and Ice,2016,129,Animation,5.8,5,Rajiv Chilaka,Unknown,Unknown,Unknown,2010,Animation,Average (4–6)
Super Bheem Hawa Mein Halla,2016,129,Animation,5.5,11,Rajiv Chilaka,Krishna Mohan Chintapatla,Unknown,Unknown,2010,Animation,Average (4–6)
Super Model,2013,83,"Drama, Mystery, Romance",1.9,180,Navin Batra,Ashmit Patel,Veena Malik,Sana Oberoi,2010,Drama,Poor (<4)
Super Nani,2014,133,"Comedy, Drama, Family",4.6,398,Indra Kumar,Rekha,Sharman Joshi,Randhir Kapoor,2010,Comedy,Average (4–6)
Super Police,1994,95,"Action, Thriller",5.5,70,K. Muralimohana Rao,Ali,Brahmanandam,Chalapathi Rao,1990,Action,Average (4–6)
Superman,1987,123,"Action, Adventure, Sci-Fi",4.5,301,B. Gupta,Puneet Issar,Sonia Sahni,Dharmendra,1980,Action,Average (4–6)
Supermen of Malegaon,2008,66,Documentary,8.0,648,Faiza Ahmad Khan,Shakeel Bharati,Farogh Jafri,Akram Khan,2000,Documentary,Good (6–8)
Superstar,2008,120,"Drama, Romance",6.0,707,Rohit Jugraj,Kunal Khemu,Tulip Joshi,Aushima Sawhney,2000,Drama,Average (4–6)
Sur,2002,136,"Drama, Musical, Romance",6.4,475,Tanuja Chandra,Lucky Ali,Simone Singh,Achint Kaur,2000,Drama,Good (6–8)
Sur Asur,1990,129,Comedy,6.0,8,Subrata Bose,Shail Chaturvedi,Rohan Kapoor,Alok Nath,1990,Comedy,Average (4–6)
Sur Sangam,1985,149,"Comedy, Drama, Musical",6.8,45,K. Viswanath,Girish Karnad,Jaya Prada,Sachin Pilgaonkar,1980,Comedy,Good (6–8)
Suraag,1982,129,"Thriller, Mystery",7.3,58,Jag Mundhra,Ambrish Sangal,Sanjeev Kumar,Shabana Azmi,1980,Thriller,Good (6–8)
Su-Raaj,1987,129,Drama,,,Tanvir Ahmed,Kamal Chopra,Gopi Desai,A.K. Hangal,1980,Drama,
Surabhi,2008,89,Family,,,Vishal Chaturvedi,Amla Chaturvedi,Siddharh Shrivastava,Shobit Shukla,2000,Family,
Surabhi Family,2014,129,Documentary,,,Neeta Jain-Duhaut,Unknown,Unknown,Unknown,2010,Documentary,
Suraj,1997,129,Action,3.3,18,T.L.V. Prasad,Rakesh Bedi,Mithun Chakraborty,Puneet Issar,1990,Action,Poor (<4)
Suraj Aur Chanda,1973,131,"Action, Fantasy",5.7,10,T. Madhava Rao,Sanjeev Kumar,Rita Haksar,Sujit Kumar,1970,Action,Average (4–6)
Suraj Bhi Tamashai,1980,129,Romance,,,Zia-ur-Rasheed,Rahat Kazmi,Khalid Nizami,Suresh Oberoi,1980,Romance,
Suraj Dhalne Ke Baad,1998,129,Drama,,,Sathish Ranjan,Aafreen,Jeetraj,Anwar Khan,1990,Drama,
Suraj Pe Mangal Bhari,2020,139,Comedy,5.9,3011,Abhishek Sharma,Manoj Bajpayee,Fatima Sana Shaikh,Vijay Raaz,2020,Comedy,Average (4–6)
Surajmukhi,1992,129,Drama,,,Kunal Kapoor,Huma Khan,Sangeeta Naik,Syed Rizwanullah,1990,Drama,
Surakksha,1979,132,"Action, Adventure, Crime",7.3,95,Ravikant Nagaich,Ranjeeta Kaur,Mithun Chakraborty,Bhushan Jeevan,1970,Action,Good (6–8)
Surakshaa,1995,148,"Action, Romance, Thriller",4.1,188,Anand,Raju Mavani,Saif Ali Khan,Aditya Pancholi,1990,Action,Average (4–6)
Suriyan Chandran,1993,140,Drama,,,K.S. Ravikumar,Unknown,Unknown,Unknown,1990,Drama,
Surkhaab,2014,100,"Adventure, Drama, Thriller",6.3,68,Sanjay Talreja,Barkha Madan,Sumit Suri,Vineeta Malik,2010,Adventure,Good (6–8)
Surkhiyaan (The Headlines),1985,134,"Action, Crime, Drama",5.4,16,Ashok Tyagi,Naseeruddin Shah,Moon Moon Sen,Suresh Oberoi,1980,Action,Average (4–6)
Surya,2004,129,"Romance, Thriller",5.6,5,Partho Ghosh,Milind Soman,Nataneya Singh,Amrish Puri,2000,Romance,Average (4–6)
Surya Devata,1969,129,Unknown,,,Sharad Desai,Jeevan,Ashish Kumar,Amrit Patel,1960,Unknown,
Surya IPS,2019,110,Action,,,Hemanth Naik K. Holalkere,Rani Padmaja Chauhan,Ramesh Paltya,Amrutha V. Raj,2010,Action,
Suryaa: An Awakening,1989,129,"Action, Drama",6.5,43,Esmayeel Shroff,Raaj Kumar,Vinod Khanna,Raj Babbar,1980,Action,Good (6–8)
Suryakumari,1933,129,Unknown,,,Dhirubhai Desai,Udwadia,Alaknanda,Gulab,1930,Unknown,
Suryaputra Shanidev,1997,129,Drama,,,Uday Shankar Pani,Sudhir Dalvi,Sunila Devi,Puneet Issar,1990,Drama,
Suryavanshi,1992,161,"Fantasy, Horror",4.5,923,Rakesh Kumar,Salman Khan,Amrita Singh,Sheeba,1990,Fantasy,Average (4–6)
Susheela,1977,129,Drama,,,Datta Chauhan,Prabhakar,Mahesh Raj,Shabana,1970,Drama,
Sushila,1963,129,Family,,,Mahendra Pran,Unknown,Unknown,Unknown,1960,Family,
Susman,1987,140,Drama,7.3,26,Shyam Benegal,Shabana Azmi,Om Puri,Kulbhushan Kharbanda,1980,Drama,Good (6–8)
Suspense,2019,111,Mystery,,,Ajay Yadav,Ashwani,Antara Banerjee,Madhumita Biswas,2010,Mystery,
Suswagatam Khushamadeed,,129,Comedy,,,Dhiraj Kumar,Arun Bali,Manu Rishi Chadha,Isabelle Kaif,,Comedy,
Sutradhar,1987,129,Drama,6.3,37,Chandrakant Joshi,Girish Karnad,Smita Patil,Nilu Phule,1980,Drama,Good (6–8)
Suvarna Sundari,1957,129,"Musical, Drama, Fantasy",7.1,15,Vedantam Raghavaiah,Akkineni Nageshwara Rao,Saroja Devi B.,Shyama,1950,Musical,Good (6–8)
Suzanne,1983,129,Drama,,,E. Daniels,Benjamin Gilani,A.K. Hangal,Neelam Mehra,1980,Drama,
Swades,2004,189,Drama,8.2,85340,Ashutosh Gowariker,Shah Rukh Khan,Gayatri Joshi,Kishori Ballal,2000,Drama,Excellent (8–10)
Swadesh Sewa,1946,129,Unknown,,,Nagendra Majumdar,Madhav Kale,Gohar Karnataki,Nagendra Majumdar,1940,Unknown,
Swaha: Life Beyond Superstition,2010,129,"Drama, Fantasy, Horror",3.7,18,Manoj Sharma,Rikkee,Manoylo Svitlana,Ishrat Ali,2010,Drama,Poor (<4)
Swami,2007,140,Drama,6.8,374,Ganesh Acharya,Manoj Bajpayee,Juhi Chawla,Maninder Wasu,2000,Drama,Good (6–8)
Swami Ayappa Shabarimalai,1993,118,Action,,,Madhu,Jaya Prada,Srinath,Vishnuvardhan,1990,Action,
Swami Ayyappan,2012,90,"Animation, Action, Adventure",7.6,37,Chetan Sharma,Mahesh Vettiyar,Unknown,Unknown,2010,Animation,Good (6–8)
Swami Dada,1982,151,"Action, Drama",6.3,87,Dev Anand,T.K. Desai,Dev Anand,Mithun Chakraborty,1980,Action,Good (6–8)
Swami Vivekananda,1955,129,Biography,6.5,12,Amar Mullick,Ajit Prakash,Bharati Devi,Anubha Gupta,1950,Biography,Good (6–8)
Swaminath,1942,129,Unknown,,,Wajahat Mirza,Keki Adajania,Unknown,Unknown,1940,Unknown,
Swapna,1942,129,Unknown,,,Zia Sarhadi,Bhudo Advani,Eddie Billimoria,Kaushalya,1940,Unknown,
Swar Sangam,1980,129,Documentary,,,Ram Mohan,Unknown,Unknown,Unknown,1980,Documentary,
Swaraaj,2003,90,Unknown,6.9,19,Anwar Jamal,Alka Amin,Tannishtha Chatterjee,Mandakini Goswami,2000,Unknown,Good (6–8)
Swarag Se Sunder,1986,129,Drama,5.1,106,K. Bapaiah,Jeetendra,Jaya Prada,Mithun Chakraborty,1980,Drama,Average (4–6)
Swaraj Ke Sipahi,1937,129,Unknown,,,Mohan Sinha,Radharani,O.K. Dar,Senhlata,1930,Unknown,
Swarg,1990,160,Drama,6.7,1255,David Dhawan,Rajesh Khanna,Govinda,Madhavi,1990,Drama,Good (6–8)
Swarg Aashram,2003,103,Thriller,,,Subodh Govil,Ajay,Sonu Chaudhary,Rekha Gautam,2000,Thriller,
Swarg Jaisaa Ghar,1991,129,"Drama, Family",2.8,9,Swaroop Kumar,Raj Babbar,Sumeet Saigal,Aasif Sheikh,1990,Drama,Poor (<4)
Swarg Ki Sidhi,1935,129,Unknown,,,Imtiaz Ali Taj,Khurshid Begum,Umra-o-Zia Begum,Unknown,1930,Unknown,
Swarg Narak,1978,164,"Comedy, Drama, Romance",5.5,57,Narayana Rao Dasari,Sanjeev Kumar,Jeetendra,Vinod Mehra,1970,Comedy,Average (4–6)
Swarg Se Sundar Desh Hamara,1959,129,Drama,,,Kanhaiyalal Chaturvedi,Sarita Devi,Raaj Kumar,Unknown,1950,Drama,
Swarg Yahan Narak Yahan,1991,129,"Action, Crime, Drama",6.2,64,Vimal Kumar,Mithun Chakraborty,Shilpa Shirodkar,Sumalatha,1990,Action,Good (6–8)
Swarna Bhoomi,1944,129,Unknown,,,Bhalji Pendharkar,Leela,Unknown,Unknown,1940,Unknown,
Swarthi,1986,129,Unknown,,,Radhakant,Rana Jung Bahadur,Shafi Inamdar,Anupam Kher,1980,Unknown,
Swastik,1939,129,Unknown,,,Mohan Sinha,Veena,Jeevan,Sushil Kumar,1930,Unknown,
Swatantra Veer Savarkar,,129,Drama,,,Mahesh Manjrekar,Unknown,Unknown,Unknown,,Drama,
Swathi,1997,129,Romance,,,Shashikumar,Sudharani,Umashree,Vajramuni,1990,Romance,
Swati,1986,151,Drama,6.7,103,Kranthi Kumar,Shashi Kapoor,Sharmila Tagore,Meenakshi Sheshadri,1980,Drama,Good (6–8)
Swayam,1991,129,Drama,3.9,13,Mahesh Bhatt,Waheeda Rehman,Sadashiv Amrapurkar,Mahesh Anand,1990,Drama,Poor (<4)
Swayamvar,1980,161,"Comedy, Drama, Romance",7.4,85,P. Sambasiva Rao,Shashi Kapoor,Sanjeev Kumar,Moushumi Chatterjee,1980,Comedy,Good (6–8)
Sweekar,1973,129,Drama,6.9,14,Sudhendu Roy,Mahendra Sandhu,Hansa Maker,Kishore Kapoor,1970,Drama,Good (6–8)
Sweekar Kiya Maine,1983,170,"Comedy, Drama",6.1,22,Zaheer D. Lari,Vinod Mehra,Shabana Azmi,Prema Narayan,1980,Comedy,Good (6–8)
Sweeper: Service to Humanity,2021,129,Drama,,,Rupender Verma,Rupender Verma,Priyanka Karandikar,Rupender Verma,2020,Drama,
Sweet Home,2014,103,"Drama, Fantasy",,,Sohini Dasgupta,Unknown,Unknown,Unknown,2010,Drama,
Sweet Poison,2012,129,Drama,,,Spencer Mathew,Girish Karnad,Meghana Mudiyam,Unknown,2010,Drama,
Sweet Romeo,1999,129,Thriller,,,Unknown,Unknown,Unknown,Unknown,1990,Thriller,
Sweetiee Weds NRI,2017,116,"Comedy, Drama, Romance",3.4,244,Hasnain Hyderabadwala,Himansh Kohli,Zoya Afroz,Darshan Jariwala,2010,Comedy,Poor (<4)
Sweety,1981,129,Romance,,,Ish Nanda,Kalpana Iyer,Satyendra Kapoor,Shreeram Lagoo,1980,Romance,
Switchh,2021,130,"Action, Thriller",4.2,11,Mustufa Raj,Armen Grayg,Hanif Hilal,Naren Kumar,2020,Action,Average (4–6)
T for Taj Mahal,2018,104,Drama,8.7,93,Kireet Khurana,Subrat Dutta,Pitobash,Manoj Pahwa,2010,Drama,Excellent (8–10)
Ta Ra Rum Pum,2007,153,"Comedy, Drama, Family",5.6,4409,Siddharth Anand,Saif Ali Khan,Rani Mukerji,Javed Jaffrey,2000,Comedy,Average (4–6)
Taabeer,,93,"Action, Drama, Thriller",,,Nirang Desai,Priyanka Bose,Neeraj Kabi,Prasenjit Chatterjee,,Action,
Taal,1999,179,"Drama, Musical, Romance",6.7,5068,Subhash Ghai,Akshaye Khanna,Anil Kapoor,Aishwarya Rai Bachchan,1990,Drama,Good (6–8)
Taalismaan,2021,129,Fantasy,,,Ram Madhvani,Amitabh Bachchan,Unknown,Unknown,2020,Fantasy,
Taanashah,2020,101,"Action, Drama",7.3,25,Ritam Srivastav,Dilip Arya,Indraneel Bhattacharya,Shashi Chaturvedi,2020,Action,Good (6–8)
Taandav: Tune of Taandav,2001,129,Musical,2.9,14,Atul Harishanker,Unknown,Unknown,Unknown,2000,Musical,Poor (<4)
Taange Ka Ghoda,1994,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1990,Drama,
Taapmaan,2018,70,"Action, Drama",,,Prashast Singh,Prashast Singh,Unknown,Unknown,2010,Action,
Taaqat,2005,129,Action,,,Meghna Naidu,Prashanth,Unknown,Unknown,2000,Action,
Taaqatwar,1989,129,Action,5.5,98,David Dhawan,Sanjay Dutt,Govinda,Anita Raj,1980,Action,Average (4–6)
Taarikh: The Final Day,2011,129,Action,,,Rakesh Sharma,Ishrat Ali,Sudesh Berry,Muni Jha,2010,Action,
Taarzan: The Wonder Car,2004,163,"Action, Fantasy, Thriller",4.5,2781,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Vatsal Sheth,Ayesha Takia,2000,Action,Average (4–6)
Tabaahi: The Destroyer,1999,133,Action,4.4,21,Gopi Sapru,Mithun Chakraborty,Divya Dutta,Neelu Hasan,1990,Action,Average (4–6)
Table No. 21,2013,108,"Adventure, Drama, Thriller",7.2,11709,Aditya Datt,Paresh Rawal,Rajeev Khandelwal,Tina Desai,2010,Adventure,Good (6–8)
Tada,2003,154,Action,4.7,24,Sisir. P. Mishra,Ishrat Ali,Sadashiv Amrapurkar,Arjun,2000,Action,Average (4–6)
Tadap,1982,129,Action,,,Jyoti Sarup,Navin Nischol,Beena Banerjee,Mohan Gokhale,1980,Action,
Tadap: The Desire,2004,129,"Crime, Drama, Thriller",,,Mohammad Farooq,Shakeb Khan,Naina Rawal,Mahek,2000,Crime,
Tadapti Jawani,2005,105,Thriller,,,Jaspal Neelam,Poonam Dasgupta,Rajesh Sabharwal,Aman Sagar,2000,Thriller,
Tadbir,1945,121,"Drama, Family",,,Jayant Desai,K.L. Saigal,Suraiya,Mubarak,1940,Drama,
Tadipaar,1993,134,"Action, Drama",4.7,142,Mahesh Bhatt,Mithun Chakraborty,Pooja Bhatt,Anupam Kher,1990,Action,Average (4–6)
Tadipaar Ek Sazaa,2005,129,Action,,,Saloni Aswani,Mukesh Khanna,Suman,Unknown,2000,Action,
Tadka,,129,Romance,,,Prakash Raj,Taapsee Pannu,Ali Fazal,Shriya Saran,,Romance,
Tahalka,1992,168,"Action, Adventure, Thriller",5.7,316,Anil Sharma,Dharmendra,Naseeruddin Shah,Mukesh Khanna,1990,Action,Average (4–6)
Tahkhana,2001,129,Horror,,,Kishan Shah,Birbal,Hemant Birje,Amit Kapoor,2000,Horror,
Tahqiqaat,1993,139,"Crime, Mystery",5.3,26,A. Jagannathan,Mahesh Anand,Sulabha Arya,Laxmikant Berde,1990,Crime,Average (4–6)
Taish,2020,143,"Action, Thriller",7.5,3703,Bejoy Nambiar,Jim Sarbh,Harshvardhan Rane,Pulkit Samrat,2020,Action,Good (6–8)
Taj,,129,Drama,,,Sunil Babbar,Vipin Sharma,Nadia Lanfranconi,Rajendra Gupta,,Drama,
Taj Aur Talwar,1956,129,Unknown,,,Dwarka Khosla,Smriti Biswas,Daljeet,Maruti,1950,Unknown,
Taj Mahal,1941,129,Unknown,,,Indurani,Nazir,Suraiya,Unknown,1940,Unknown,
Taj Mahal: A Monument of Love,2003,235,"Drama, History, Romance",6.7,51,Robin Khosla,Shahbaaz Khan,Kulbhushan Kharbanda,Raghu Khosla,2000,Drama,Good (6–8)
Taj Mahal: An Eternal Love Story,2005,164,"Drama, History, Musical",5.0,161,Akbar Khan,Zulfi Sayed,Sonya Jehan,Kabir Bedi,2000,Drama,Average (4–6)
Taj Poshi,1957,129,Unknown,,,Dwarka Khosla,Jeevan,Ranjan,Shammi,1950,Unknown,
Tajurba,1981,140,"Action, Adventure",5.7,12,Nikhil Saini,Raj Babbar,Smita Patil,Naseeruddin Shah,1980,Action,Average (4–6)
Take Care,2016,129,Drama,,,Shams Tanweer,Radha Bhatt,Donal Bisht,Harshul Mehta,2010,Drama,
Take It Easy,2015,129,Drama,7.4,19,Sunil Prem Vyas,Sulabha Arya,Anang Desai,Yash Eshawari,2010,Drama,Good (6–8)
Takht,,129,"Action, Drama, History",,,Karan Johar,Kareena Kapoor,Anil Kapoor,Alia Bhatt,,Action,
Takila,,129,Drama,,,Mustajab Malik,Swaraj,Unknown,Unknown,,Drama,
Taking the Horse to Eat Jalebis,2019,121,Drama,6.1,50,Anamika Haksar,Ravindra Sahu,Raghuvir Yadav,Gopalan,2010,Drama,Good (6–8)
Takkar,1980,157,Drama,5.4,36,K. Bapaiah,Sanjeev Kumar,Jeetendra,Zeenat Aman,1980,Drama,Average (4–6)
Taksaal,1956,129,Unknown,,,Hemen Gupta,Smriti Biswas,Helen,Iftekhar,1950,Unknown,
Talaaq,1938,127,Unknown,,,Sohrab Modi,Naseem Banu,Gajanan Jagirdar,Navin Yagnik,1930,Unknown,
Talaash,2012,140,"Crime, Drama, Mystery",7.2,40234,Reema Kagti,Priyamvada Narayanan,Aamir Khan,Kareena Kapoor,2010,Crime,Good (6–8)
Talaash: The Hunt Begins...,2003,153,"Action, Drama, Mystery",4.7,1411,Suneel Darshan,Rakhee Gulzar,Akshay Kumar,Kareena Kapoor,2000,Action,Average (4–6)
Talaashi,1996,157,"Crime, Drama",4.3,34,Shyam Ramsay,Tulsi Ramsay,Jackie Shroff,Juhi Chawla,1990,Crime,Average (4–6)
Talabandi,1983,129,Action,,,Sunil Chadha,Neelam Mehra,Javed Khan,Pushpa Soni,1980,Action,
Talaq,1941,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1940,Drama,
Talash,1969,175,"Romance, Thriller",6.6,155,O.P. Ralhan,Rajendra Kumar,Sharmila Tagore,O.P. Ralhan,1960,Romance,Good (6–8)
Talashe Haq,1935,129,Unknown,6.8,11,Chimanlal Luhar,Jaddanbai,Nargis,Qamar Jahan,1930,Unknown,Good (6–8)
Tale of Rising Rani,,129,Drama,,,Prakash Saini,Sunil Tamang,Anju Gaur,Sachin Dhangar,,Drama,
Tales of Siva 1,2009,65,"Animation, Family, History",5.5,6,Renju Ramesh,Neenu Babu,Prosenjit Ganguly,Baiju Gopinath,2000,Animation,Average (4–6)
Tales of Siva 2,2009,66,Animation,6.3,6,Renju Ramesh,Unknown,Unknown,Unknown,2000,Animation,Good (6–8)
Talismi Hira,1934,129,Unknown,,,Mubarak,Unknown,Unknown,Unknown,1930,Unknown,
Talismi Talwar,1934,129,Unknown,,,Jagatrai Pesumal Advani,Sardar Akhtar,Unknown,Unknown,1930,Unknown,
Tallukh,2020,83,"Crime, Drama, Romance",5.4,56,Anurag Jha,Yash Krishnani,Anurag Jha,Harshita Awale,2020,Crime,Average (4–6)
Talvar,2015,132,"Crime, Drama, Mystery",8.2,32313,Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Neeraj Kabi,2010,Crime,Excellent (8–10)
Talwar Ka Dhani,1956,129,Unknown,,,Dwarka Khosla,Manher Desai,Anwar Hussain,Maruti,1950,Unknown,
Talwarwala,1946,129,Unknown,,,Nagendra Majumdar,Unknown,Unknown,Unknown,1940,Unknown,
Tamacha,1988,165,"Action, Romance",4.0,50,Ramesh Ahuja,Jeetendra,Rajinikanth,Amrita Singh,1980,Action,Poor (<4)
Tamanchey: Pyar Mein Dil Pe Maar De Goli,2014,113,"Crime, Romance",4.4,308,Navneet Behal,Nikhil Dwivedi,Richa Chadha,Damandeep Singh,2010,Crime,Average (4–6)
Tamanna,1942,129,Unknown,,,Phani Majumdar,Leela Desai,Krishna Chandra Dey,Paidi Jairaj,1940,Unknown,
Tamas,1988,298,Drama,,,Govind Nihalani,Uttara Baokar,A.K. Hangal,Pankaj Kapur,1980,Drama,
Tamasha,2015,139,"Comedy, Drama, Romance",7.3,24623,Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Sushma Seth,2010,Comedy,Good (6–8)
Tamboo Mein Bamoo,2001,129,Drama,6.5,13,Dil Kumar,Raza Murad,Birbal,Satnam Kaur,2000,Drama,Good (6–8)
Tan Aggan,1999,124,"Drama, Thriller",,,Kishan Shah,Reetu,Barkha,Raj Premi,1990,Drama,
Tan Ki Aag,2005,129,Thriller,,,Unknown,Unknown,Unknown,Unknown,2000,Thriller,
Tan-Badan,1986,115,Drama,5.1,37,Anand,Govinda,Kushboo,Jyoti Patel,1980,Drama,Average (4–6)
Tangewala,1972,139,"Action, Crime, Drama",5.6,29,Naresh Kumar,Rajendra Kumar,Mumtaz,Sujit Kumar,1970,Action,Average (4–6)
Tangewali,1955,120,"Drama, Family",8.4,5,Lekhraj Bhakri,Shammi Kapoor,Balraj Sahni,Anita Guha,1950,Drama,Excellent (8–10)
Tango Charlie,2005,142,"Action, Adventure, Drama",6.0,1789,Mani Shankar,Ajay Devgn,Bobby Deol,Sanjay Dutt,2000,Action,Average (4–6)
Tanhai,1972,129,"Drama, Romance",,,Jagdish Nirula,Anil Dhawan,Rehana Sultan,Shatrughan Sinha,1970,Drama,
Tanhai Ki Aag,1991,129,Thriller,,,I.V. Sasi,Unknown,Unknown,Unknown,1990,Thriller,
Tanhaji: The Unsung Warrior,2020,135,"Action, Biography, Drama",7.6,22344,Om Raut,Ajay Devgn,Saif Ali Khan,Sharad Kelkar,2020,Action,Good (6–8)
Taniya,1987,129,Romance,,,Ramprasad Chakraborty,Mina Chakraborty,Dipankar Dey,Neena Gupta,1980,Romance,
Tank Cleaner,2021,155,Thriller,8.7,20,Parvinder Singh Wraich,Harkiran Kaur Wraich,Muntazir Ahmad,Sunny Gill Ambersariya,2020,Thriller,Excellent (8–10)
Tann Mann Aur Dhan,2016,129,Crime,,,Chanakya Chatterjee,Aditya Banerjee,Anjana Das,Priya Kapoor,2010,Crime,
Tansen,1943,122,"Drama, Musical, Romance",7.5,26,Jayant Desai,K.L. Saigal,Khurshid Begum,Mubarak,1940,Drama,Good (6–8)
Tantrik Shakti,2003,129,Horror,,,Jagdish Gautam,Rakesh Komar,Sara Khan,Prithvi,2000,Horror,
Tanu Weds Manu,2011,113,"Comedy, Drama, Romance",6.8,13804,Aanand L. Rai,Madhavan,Kangana Ranaut,Jimmy Sheirgill,2010,Comedy,Good (6–8)
